Date,Close,High,Low,Open,Volume,Day Change %,L1_Close,L1_Day Change %
2025-07-30,6362.89990234375,6396.5400390625,6336.3798828125,6381.22998046875,5375070000,-0.2872499217408478,6370.85986328125,-0.5426524406744261
2025-07-31,6339.39013671875,6427.02001953125,6327.64013671875,6427.02001953125,6077080000,-1.3634605547547558,6362.89990234375,-0.2872499217408478
2025-08-01,6238.009765625,6287.27978515625,6212.68994140625,6287.27978515625,5827150000,-0.7836460474937422,6339.39013671875,-1.3634605547547558
2025-08-04,6329.93994140625,6330.68994140625,6271.7099609375,6271.7099609375,4842580000,0.9284546133578814,6238.009765625,-0.7836460474937422
2025-08-05,6299.18994140625,6346.0,6289.3701171875,6336.6298828125,5517410000,-0.5908494278291722,6329.93994140625,0.9284546133578814
2025-08-06,6345.06005859375,6352.830078125,6301.10986328125,6309.2998046875,5408560000,0.5667864107469086,6299.18994140625,-0.5908494278291722
2025-08-07,6340.0,6389.7099609375,6310.31982421875,6374.31982421875,5306090000,-0.5384076288164018,6345.06005859375,0.5667864107469086
2025-08-08,6389.4501953125,6395.16015625,6355.22021484375,6355.22021484375,4769910000,0.5386120277752103,6340.0,-0.5384076288164018
2025-08-11,6373.4501953125,6407.25,6364.06005859375,6389.669921875,4652400000,-0.25384294902263815,6389.4501953125,0.5386120277752103
2025-08-12,6445.759765625,6446.5498046875,6385.759765625,6395.169921875,5135300000,0.7910633238525047,6373.4501953125,-0.25384294902263815
2025-08-13,6466.580078125,6480.27978515625,6445.02001953125,6462.669921875,5195950000,0.06050372829292751,6445.759765625,0.7910633238525047
2025-08-14,6468.5400390625,6473.919921875,6441.06982421875,6453.4599609375,4462050000,0.23367431139697195,6466.580078125,0.06050372829292751
2025-08-15,6449.7998046875,6481.33984375,6441.85009765625,6477.3798828125,4575060000,-0.4257906533810495,6468.5400390625,0.23367431139697195
2025-08-18,6449.14990234375,6455.35009765625,6437.7001953125,6445.02001953125,4162290000,0.06407866538792177,6449.7998046875,-0.4257906533810495
2025-08-19,6411.3701171875,6456.47998046875,6400.22021484375,6446.240234375,4377440000,-0.5409372893295662,6449.14990234375,0.06407866538792177
2025-08-20,6395.77978515625,6408.39990234375,6343.85986328125,6406.6201171875,4470390000,-0.1692051632992545,6411.3701171875,-0.5409372893295662
2025-08-21,6370.169921875,6393.64990234375,6352.7099609375,6380.830078125,4013560000,-0.16706535230495395,6395.77978515625,-0.1692051632992545
2025-08-22,6466.91015625,6478.89013671875,6384.58984375,6384.58984375,5046860000,1.2893594500919268,6370.169921875,-0.16706535230495395
2025-08-25,6439.31982421875,6466.89013671875,6438.06005859375,6457.669921875,4059070000,-0.28415973374684356,6466.91015625,1.2893594500919268
2025-08-26,6465.93994140625,6468.3701171875,6429.2099609375,6435.490234375,4867680000,0.473152874486604,6439.31982421875,-0.28415973374684356
2025-08-27,6481.39990234375,6487.06005859375,6457.83984375,6462.259765625,4143680000,0.29618333853682305,6465.93994140625,0.473152874486604
2025-08-28,6501.85986328125,6508.22998046875,6466.9599609375,6483.83984375,4283760000,0.27792203332443705,6481.39990234375,0.29618333853682305
2025-08-29,6460.259765625,6491.759765625,6444.56982421875,6489.27978515625,4234840000,-0.4471993887153881,6501.85986328125,0.27792203332443705
2025-09-02,6415.5400390625,6416.5400390625,6360.580078125,6401.509765625,4784000000,0.2191713197539765,6460.259765625,-0.4471993887153881
2025-09-03,6448.259765625,6453.669921875,6416.169921875,6445.81982421875,4465360000,0.037853081109752044,6415.5400390625,0.2191713197539765
2025-09-04,6502.080078125,6502.5400390625,6445.97998046875,6456.60009765625,4670770000,0.7043951891222017,6448.259765625,0.037853081109752044
2025-09-05,6481.5,6532.64990234375,6443.97998046875,6529.080078125,5066120000,-0.7287409184091964,6502.080078125,0.7043951891222017
2025-09-08,6495.14990234375,6508.669921875,6483.2900390625,6498.08984375,5211500000,-0.045243163405592146,6481.5,-0.7287409184091964
2025-09-09,6512.60986328125,6518.22998046875,6483.080078125,6503.330078125,4798350000,0.14269282113580634,6495.14990234375,-0.045243163405592146
2025-09-10,6532.0400390625,6555.97021484375,6516.33984375,6550.2900390625,5253010000,-0.2786136169721731,6512.60986328125,0.14269282113580634
2025-09-11,6587.47021484375,6592.89013671875,6545.7998046875,6554.41015625,5426460000,0.5043941072596039,6532.0400390625,-0.2786136169721731
2025-09-12,6584.2900390625,6600.2099609375,6579.490234375,6590.66015625,4641640000,-0.0966537044314012,6587.47021484375,0.5043941072596039
2025-09-15,6615.27978515625,6619.6201171875,6602.06982421875,6603.490234375,5045020000,0.1785351437316973,6584.2900390625,-0.0966537044314012
2025-09-16,6606.759765625,6626.990234375,6600.10986328125,6624.1298828125,5359510000,-0.2622248883218595,6615.27978515625,0.1785351437316973
2025-09-17,6600.35009765625,6624.39013671875,6551.14990234375,6604.8701171875,5805340000,-0.06843464672360165,6606.759765625,-0.2622248883218595
2025-09-18,6631.9599609375,6656.7998046875,6611.89013671875,6626.85009765625,5292400000,0.07710847847693476,6600.35009765625,-0.06843464672360165
2025-09-19,6664.35986328125,6671.81982421875,6630.31005859375,6647.10986328125,9125960000,0.2595112816667782,6631.9599609375,0.07710847847693476
2025-09-22,6693.75,6698.8798828125,6648.06982421875,6654.27978515625,5642620000,0.593155324364276,6664.35986328125,0.2595112816667782
2025-09-23,6656.919921875,6699.52001953125,6645.580078125,6692.43994140625,5633620000,-0.5307484242254754,6693.75,0.593155324364276
2025-09-24,6637.97021484375,6672.66015625,6621.759765625,6669.7900390625,5459180000,-0.4770738513865208,6656.919921875,-0.5307484242254754
2025-09-25,6604.72021484375,6619.0,6569.22021484375,6608.18994140625,5874670000,-0.05250645930679208,6637.97021484375,-0.4770738513865208
2025-09-26,6643.7001953125,6648.97021484375,6604.43017578125,6615.3798828125,5103110000,0.4280980533495794,6604.72021484375,-0.05250645930679208
2025-09-29,6661.2099609375,6677.31005859375,6644.490234375,6661.580078125,5358760000,-0.0055559969730811214,6643.7001953125,0.4280980533495794
2025-09-30,6688.4599609375,6691.25,6641.0,6656.18994140625,6057210000,0.48481217956998873,6661.2099609375,-0.0055559969730811214
2025-10-01,6711.2001953125,6718.47998046875,6656.2001953125,6664.919921875,6037950000,0.694386038842013,6688.4599609375,0.48481217956998873
2025-10-02,6715.35009765625,6731.93994140625,6693.22998046875,6731.31005859375,5416130000,-0.2371003682577983,6711.2001953125,0.694386038842013
2025-10-03,6715.7900390625,6750.8701171875,6705.669921875,6722.14013671875,5713110000,-0.09446541617845008,6715.35009765625,-0.2371003682577983
2025-10-06,6740.27978515625,6749.52001953125,6717.77978515625,6733.85986328125,5604460000,0.09533791919262966,6715.7900390625,-0.09446541617845008
2025-10-07,6714.58984375,6754.490234375,6699.9599609375,6746.14013671875,5546150000,-0.4676791814184833,6740.27978515625,0.09533791919262966
2025-10-08,6753.72021484375,6755.64013671875,6718.08984375,6723.8701171875,5383130000,0.44394221089945557,6714.58984375,-0.4676791814184833
2025-10-09,6735.10986328125,6764.580078125,6716.169921875,6760.5,5385020000,-0.3755659598957178,6753.72021484375,0.44394221089945557
2025-10-10,6552.509765625,6762.39990234375,6550.77978515625,6740.490234375,6596610000,-2.7888248808868745,6735.10986328125,-0.3755659598957178
2025-10-13,6654.72021484375,6668.68017578125,6620.7099609375,6622.52978515625,5303960000,0.48607451731892076,6552.509765625,-2.7888248808868745
2025-10-14,6644.31005859375,6680.7001953125,6555.06982421875,6602.490234375,5666920000,0.6333947152397222,6654.72021484375,0.48607451731892076
2025-10-15,6671.06005859375,6724.1201171875,6612.10986328125,6688.27001953125,5633060000,-0.25731558216464123,6644.31005859375,0.6333947152397222
2025-10-16,6629.06982421875,6709.33984375,6593.990234375,6689.02001953125,6048180000,-0.8962478081610101,6671.06005859375,-0.25731558216464123
2025-10-17,6664.009765625,6678.8798828125,6603.759765625,6613.27001953125,5358120000,0.7672414092256654,6629.06982421875,-0.8962478081610101
2025-10-20,6735.1298828125,6744.35009765625,6690.0498046875,6690.0498046875,4672170000,0.6738377058630245,6664.009765625,0.7672414092256654
2025-10-21,6735.35009765625,6752.16015625,6722.02978515625,6736.75,5245020000,-0.020780084517757078,6735.1298828125,0.6738377058630245
2025-10-22,6699.39990234375,6741.75,6655.68994140625,6741.33984375,5710010000,-0.6221306502613596,6735.35009765625,-0.020780084517757078
2025-10-23,6738.43994140625,6749.52978515625,6700.14013671875,6703.64990234375,5565750000,0.5189715985964094,6699.39990234375,-0.6221306502613596
2025-10-24,6791.68994140625,6807.10986328125,6772.06982421875,6772.06982421875,5058220000,0.28972112953314755,6738.43994140625,0.5189715985964094
2025-10-27,6875.16015625,6877.27978515625,6843.93994140625,6845.4599609375,5290650000,0.43386705176831536,6791.68994140625,0.28972112953314755
2025-10-28,6890.89013671875,6911.2998046875,6870.72998046875,6897.740234375,5695930000,-0.0993093016479865,6875.16015625,0.43386705176831536
2025-10-29,6890.58984375,6920.33984375,6851.91015625,6910.9501953125,6280130000,-0.29461001724929003,6890.89013671875,-0.0993093016479865
2025-10-30,6822.33984375,6880.75,6820.68994140625,6860.5,6052700000,-0.5562299577290285,6890.58984375,-0.29461001724929003
2025-10-31,6840.2001953125,6879.169921875,6814.259765625,6879.169921875,6398280000,-0.5664887915994135,6822.33984375,-0.5562299577290285
2025-11-03,6851.97021484375,6882.31982421875,6820.6201171875,6882.31982421875,6065720000,-0.44097935216844053,6840.2001953125,-0.5664887915994135
2025-11-04,6771.5498046875,6820.2099609375,6766.7099609375,6788.52001953125,5739510000,-0.2499840141139011,6851.97021484375,-0.44097935216844053
2025-11-05,6796.2900390625,6829.77978515625,6763.10986328125,6769.77001953125,5939600000,0.3917418088758987,6771.5498046875,-0.2499840141139011
2025-11-06,6720.31982421875,6796.68017578125,6707.509765625,6787.58984375,6051900000,-0.9910737254283581,6796.2900390625,0.3917418088758987
2025-11-07,6728.7998046875,6730.10986328125,6631.43994140625,6696.18017578125,5926070000,0.48713786143671434,6720.31982421875,-0.9910737254283581
2025-11-10,6832.43017578125,6841.31982421875,6770.56005859375,6785.35986328125,5366050000,0.6937039957853884,6728.7998046875,0.48713786143671434
2025-11-11,6846.60986328125,6855.1298828125,6806.8701171875,6815.64013671875,4983490000,0.4543920444926798,6832.43017578125,0.6937039957853884
2025-11-12,6850.919921875,6869.91015625,6829.6201171875,6867.77001953125,5293610000,-0.2453503481964307,6846.60986328125,0.4543920444926798
2025-11-13,6737.490234375,6828.0498046875,6724.72021484375,6826.47021484375,5473720000,-1.303455192337445,6850.919921875,-0.2453503481964307
2025-11-14,6734.10986328125,6774.31005859375,6646.8701171875,6672.14013671875,5042660000,0.9287833482612627,6737.490234375,-1.303455192337445
2025-11-17,6672.41015625,6754.5,6638.89990234375,6713.60986328125,5204220000,-0.6136744295581366,6734.10986328125,0.9287833482612627
2025-11-18,6617.31982421875,6666.6298828125,6574.31982421875,6641.18994140625,5159390000,-0.35942530477370416,6672.41015625,-0.6136744295581366
2025-11-19,6642.16015625,6689.75,6603.5,6625.83984375,5021610000,0.24631311478792486,6617.31982421875,-0.35942530477370416
2025-11-20,6538.759765625,6770.35009765625,6534.0498046875,6737.93017578125,5596080000,-2.955958357540512,6642.16015625,0.24631311478792486
2025-11-21,6602.990234375,6660.0498046875,6521.919921875,6555.77001953125,5929930000,0.7202847980186824,6538.759765625,-2.955958357540512
2025-11-24,6705.1201171875,6715.75,6630.7001953125,6636.5400390625,6039740000,1.0333709692300426,6602.990234375,0.7202847980186824
2025-11-25,6765.8798828125,6776.39990234375,6659.97998046875,6697.02978515625,5003330000,1.0280691569993314,6705.1201171875,1.0333709692300426
2025-11-26,6812.60986328125,6831.43994140625,6783.8701171875,6793.5498046875,4485000000,0.28056110784083305,6765.8798828125,1.0280691569993314
2025-11-28,6849.08984375,6850.85986328125,6819.75,6822.52001953125,2558540000,0.3894429645158522,6812.60986328125,0.28056110784083305
2025-12-01,6812.6298828125,6843.64990234375,6799.93994140625,6812.2998046875,4549370000,0.004845325873251723,6849.08984375,0.3894429645158522
2025-12-02,6829.3701171875,6851.5498046875,6806.7099609375,6830.9599609375,4582290000,-0.02327408971932849,6812.6298828125,0.004845325873251723
2025-12-03,6849.72021484375,6862.419921875,6810.43017578125,6815.2900390625,4736780000,0.5051901765575653,6829.3701171875,-0.02327408971932849
2025-12-04,6857.1201171875,6866.47021484375,6827.1201171875,6866.47021484375,4872440000,-0.13617036648665876,6849.72021484375,0.5051901765575653
2025-12-05,6870.39990234375,6895.77978515625,6858.2900390625,6866.31982421875,4944560000,0.059421614918210304,6857.1201171875,-0.13617036648665876
2025-12-08,6846.509765625,6878.27001953125,6827.18994140625,6875.2001953125,4757130000,-0.41730318932474264,6870.39990234375,0.059421614918210304
2025-12-09,6840.509765625,6864.919921875,6837.43017578125,6840.60986328125,4508050000,-0.001463285558606407,6846.509765625,-0.41730318932474264
2025-12-10,6886.68017578125,6900.669921875,6824.68994140625,6833.490234375,5526570000,0.778371514144921,6840.509765625,-0.001463285558606407
2025-12-11,6901.0,6903.4599609375,6833.4501953125,6861.2998046875,5021060000,0.5786104155567964,6886.68017578125,0.778371514144921
2025-12-12,6827.41015625,6899.85009765625,6801.7900390625,6886.85009765625,4910160000,-0.863093294661354,6901.0,0.5786104155567964
2025-12-15,6816.509765625,6861.58984375,6801.490234375,6860.18994140625,4975600000,-0.6367196266331968,6827.41015625,-0.863093294661354
2025-12-16,6800.259765625,6819.27001953125,6759.740234375,6800.1201171875,4983180000,0.0020536172169523083,6816.509765625,-0.6367196266331968
2025-12-17,6721.43017578125,6812.259765625,6720.43017578125,6802.8798828125,5122120000,-1.1972827454595072,6800.259765625,0.0020536172169523083
2025-12-18,6774.759765625,6816.1298828125,6758.5,6778.06005859375,5101190000,-0.0486908192052036,6721.43017578125,-1.1972827454595072
2025-12-19,6834.5,6840.02001953125,6792.6201171875,6792.6201171875,8554470000,0.616549756794591,6774.759765625,-0.0486908192052036
2025-12-22,6878.490234375,6882.02978515625,6855.740234375,6865.2099609375,4465030000,0.19344307767808563,6834.5,0.616549756794591
2025-12-23,6909.7900390625,6910.8798828125,6868.81005859375,6872.41015625,3820560000,0.543912280592064,6878.490234375,0.19344307767808563
2025-12-24,6932.0498046875,6937.31982421875,6904.91015625,6904.91015625,1798270000,0.3930485382627965,6909.7900390625,0.543912280592064
2025-12-26,6929.93994140625,6945.77001953125,6921.60009765625,6936.02001953125,2586550000,-0.08765946620510048,6932.0498046875,0.3930485382627965
2025-12-29,6905.740234375,6920.2099609375,6888.759765625,6903.60009765625,3541750000,0.03100029967663639,6929.93994140625,-0.08765946620510048
2025-12-30,6896.240234375,6913.25,6893.47021484375,6900.43994140625,3309930000,-0.06086143879101911,6905.740234375,0.03100029967663639
2025-12-31,6845.5,6901.419921875,6844.5498046875,6898.81982421875,3261830000,-0.7728832695639816,6896.240234375,-0.06086143879101911
2026-01-02,6858.47021484375,6894.8701171875,6824.31005859375,6878.10986328125,4184120000,-0.28553845210217055,6845.5,-0.7728832695639816
2026-01-05,6902.0498046875,6920.3798828125,6891.56005859375,6892.18994140625,5771930000,0.1430584961394468,6858.47021484375,-0.28553845210217055
2026-01-06,6944.81982421875,6948.68994140625,6904.02001953125,6908.02978515625,5509680000,0.5325692014466011,6902.0498046875,0.1430584961394468
2026-01-07,6920.93017578125,6965.68994140625,6919.18994140625,6945.06982421875,5214480000,-0.3475796363244694,6944.81982421875,0.5325692014466011
2026-01-08,6921.4599609375,6931.27978515625,6899.330078125,6914.10986328125,5333200000,0.10630576895059404,6920.93017578125,-0.3475796363244694
2026-01-09,6966.27978515625,6978.35986328125,6917.64013671875,6927.830078125,5163900000,0.5550036100431655,6921.4599609375,0.10630576895059404
2026-01-12,6977.27001953125,6986.330078125,6934.06982421875,6944.1201171875,5019040000,0.47738088892932834,6966.27978515625,0.5550036100431655
2026-01-13,6963.740234375,6985.830078125,6938.77001953125,6977.41015625,5091730000,-0.19591684548965776,6977.27001953125,0.47738088892932834
2026-01-14,6926.60009765625,6941.2998046875,6885.740234375,6937.41015625,5530830000,-0.15582268238834174,6963.740234375,-0.19591684548965776
2026-01-15,6944.47021484375,6979.33984375,6937.93017578125,6969.4599609375,5114050000,-0.35856072398453803,6926.60009765625,-0.15582268238834174
2026-01-16,6940.009765625,6967.2998046875,6925.08984375,6960.5400390625,5356550000,-0.29495230718140053,6944.47021484375,-0.35856072398453803
2026-01-20,6796.85986328125,6871.169921875,6789.0498046875,6865.240234375,5769500000,-0.9960375567247026,6940.009765625,-0.29495230718140053
2026-01-21,6875.6201171875,6910.39013671875,6804.9599609375,6810.7099609375,5835520000,0.9530600572082659,6796.85986328125,-0.9960375567247026
2026-01-22,6913.35009765625,6934.75,6893.6201171875,6914.43994140625,5307580000,-0.015761851418704332,6875.6201171875,0.9530600572082659
2026-01-23,6915.60986328125,6932.9599609375,6895.5,6907.85009765625,4871930000,0.11233257113718775,6913.35009765625,-0.015761851418704332
2026-01-26,6950.22998046875,6964.66015625,6921.60009765625,6923.22998046875,4968050000,0.3899913779575457,6915.60986328125,0.11233257113718775
2026-01-27,6978.60009765625,6988.81982421875,6958.830078125,6965.9599609375,5331720000,0.1814557762265526,6950.22998046875,0.3899913779575457
2026-01-28,6978.02978515625,7002.27978515625,6963.4599609375,7002.0,5507670000,-0.3423338309590117,6978.60009765625,0.1814557762265526
2026-01-29,6969.009765625,6992.83984375,6870.7998046875,6977.740234375,6877780000,-0.1251188559154208,6978.02978515625,-0.3423338309590117
2026-01-30,6939.02978515625,6964.08984375,6893.47998046875,6947.27001953125,6697340000,-0.1186111141762702,6969.009765625,-0.1251188559154208
2026-02-02,6976.43994140625,6991.919921875,6914.33984375,6916.64013671875,5772050000,0.8645788056839543,6939.02978515625,-0.1186111141762702
2026-02-03,6917.81005859375,6993.080078125,6862.0498046875,6985.4501953125,7017660000,-0.9683003217765274,6976.43994140625,0.8645788056839543
2026-02-04,6882.72021484375,6936.08984375,6838.7998046875,6924.5,7475750000,-0.6033617612282476,6917.81005859375,-0.9683003217765274
2026-02-05,6798.39990234375,6857.85009765625,6780.1298828125,6837.39013671875,6989120000,-0.57025025039322,6882.72021484375,-0.6033617612282476
2026-02-06,6932.2998046875,6944.89013671875,6816.740234375,6816.740234375,6283680000,1.6952321247297053,6798.39990234375,-0.57025025039322
2026-02-09,6964.81982421875,6980.10009765625,6905.8701171875,6917.259765625,5650260000,0.687556347530817,6932.2998046875,1.6952321247297053
2026-02-10,6941.81005859375,6986.830078125,6937.52978515625,6974.490234375,5595950000,-0.46856723119605237,6964.81982421875,0.687556347530817
2026-02-11,6941.47021484375,6993.47998046875,6911.97021484375,6976.47998046875,6175510000,-0.5018256444942553,6941.81005859375,-0.46856723119605237
2026-02-12,6832.759765625,6973.22021484375,6824.0400390625,6957.5400390625,7118700000,-1.7934539037782329,6941.47021484375,-0.5018256444942553
2026-02-13,6836.169921875,6881.9599609375,6794.5498046875,6834.27001953125,5718360000,0.02779963826890631,6832.759765625,-1.7934539037782329
2026-02-17,6843.22021484375,6866.990234375,6775.5,6819.85986328125,5418480000,0.34253418737053926,6836.169921875,0.02779963826890631
2026-02-18,6881.31005859375,6909.1201171875,6849.66015625,6855.47998046875,5098160000,0.3767800095484174,6843.22021484375,0.34253418737053926
2026-02-19,6861.89013671875,6879.1201171875,6833.06005859375,6861.33984375,5151690000,0.008020196948140709,6881.31005859375,0.3767800095484174
2026-02-20,6909.509765625,6915.85986328125,6836.330078125,6843.259765625,5432480000,0.9681058774472715,6861.89013671875,0.008020196948140709
2026-02-23,6837.75,6916.9599609375,6819.81982421875,6901.25,5638350000,-0.9201231660930991,6909.509765625,0.9681058774472715
2026-02-24,6890.06982421875,6899.169921875,6815.43017578125,6837.3701171875,5266090000,0.770759899318243,6837.75,-0.9201231660930991
2026-02-25,6946.1298828125,6952.509765625,6915.14990234375,6915.14990234375,5328060000,0.44800157489355313,6890.06982421875,0.770759899318243
2026-02-26,6908.85986328125,6947.25,6859.72998046875,6944.740234375,5889550000,-0.51665533746172,6946.1298828125,0.44800157489355313
2026-02-27,6878.8798828125,6882.9599609375,6831.740234375,6856.5400390625,6665660000,0.325818030999999,6908.85986328125,-0.51665533746172
2026-03-02,6881.6201171875,6901.009765625,6796.85009765625,6824.35986328125,6079080000,0.8390567768024831,6878.8798828125,0.325818030999999
2026-03-03,6816.6298828125,6840.0498046875,6710.419921875,6800.259765625,6442080000,0.24072782146132402,6881.6201171875,0.8390567768024831
2026-03-04,6869.5,6885.93994140625,6811.64013671875,6831.68994140625,5252170000,0.5534510336100982,6816.6298828125,0.24072782146132402
2026-03-05,6830.7099609375,6870.43017578125,6770.77978515625,6851.080078125,5989300000,-0.29732709230096876,6869.5,0.5534510336100982
2026-03-06,6740.02001953125,6773.419921875,6711.56005859375,6769.02978515625,5793120000,-0.4285660803061508,6830.7099609375,-0.29732709230096876
2026-03-09,6795.990234375,6810.43994140625,6636.0400390625,6699.7998046875,6709410000,1.4357209542321039,6740.02001953125,-0.4285660803061508
2026-03-10,6781.47998046875,6845.080078125,6759.740234375,6796.56005859375,3146682000,-0.22187809708136622,6795.990234375,1.4357209542321039
